about_author,author,birthdate,deathdate,rating,title,url,website
"Librarian Note: There is more than one author in the Goodreads database with this name. John Green's first novel, Looking for Alaska , won the 2006 Michael L. Printz Award presented by the American Library Association. His second novel, An Abundance of Katherines , was a 2007 Michael L. Printz Award Honor Book and a finalist for the Los Angeles Times Book Prize. His next novel, Paper Towns , is a New York Times bestseller and won the Edgar Allen Poe Award for Best YA Mystery. In January 2012, his most recent novel, The Fault in Our Stars , was met with wide critical acclaim, unprecedented in Green's career. The praise included rave reviews in Time Magazine and The New York Times, on NPR, and from award-winning author Markus Zusak . The book also topped the New York Times Children's Paperback Bestseller list for several weeks. Green has also coauthored a book with David Levithan called Will Grayson, Will Grayson , published in 2010. The film rights for all his books, with the exception of Will Grayson Will Grayson , have been optioned to major Hollywood Studios. In 2007, John and his brother Hank were the hosts of a popular internet blog, "" Brotherhood 2.0 ,"" where they discussed their lives, books and current events every day for a year except for weekends and holidays. They still keep a video blog, now called ""The Vlog Brothers,"" which can be found on the Nerdfighters website, or a direct link here .",John Green,,,4.12,The Fault in Our Stars,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,http://www.johngreenbooks.com/
"See also: Robert Galbraith Although she writes under the pen name J.K. Rowling , pronounced like rolling , her name when her first Harry Potter book was published was simply Joanne Rowling . Anticipating that the target audience of young boys might not want to read a book written by a woman, her publishers demanded that she use two initials, rather than her full name. As she had no middle name, she chose K as the second initial of her pen name, from her paternal grandmother Kathleen Ada Bulgen Rowling. She calls herself Jo and has said, ""No one ever called me 'Joanne' when I was young, unless they were angry."" Following her marriage, she has sometimes used the name Joanne Murray when conducting personal business. During the Leveson Inquiry she gave evidence under the name of Joanne Kathleen Rowling . In a 2012 interview, Rowling noted that she no longer cared that people pronounced her name incorrectly. Rowling was born to Peter James Rowling, a Rolls-Royce aircraft engineer, and Anne Rowling (née Volant), on 31 July 1965 in Yate, Gloucestershire, England, 10 miles (16 km) northeast of Bristol. Her mother Anne was half-French and half-Scottish. Her parents first met on a train departing from King's Cross Station bound for Arbroath in 1964. They married on 14 March 1965. Her mother's maternal grandfather, Dugald Campbell, was born in Lamlash on the Isle of Arran. Her mother's paternal grandfather, Louis Volant, was awarded the Croix de Guerre for exceptional bravery in defending the village of Courcelles-le-Comte during the First World War. Rowling's sister Dianne was born at their home when Rowling was 23 months old. The family moved to the nearby village Winterbourne when Rowling was four. She attended St Michael's Primary School, a school founded by abolitionist William Wilberforce and education reformer Hannah More. Her headmaster at St Michael's, Alfred Dunn, has been suggested as the inspiration for the Harry Potter headmaster Albus Dumbledore. As a child, Rowling often wrote fantasy stories, which she would usually then read to her sister. She recalls that: ""I can still remember me telling her a story in which she fell down a rabbit hole and was fed strawberries by the rabbit family inside it. Certainly the first story I ever wrote down (when I was five or six) was about a rabbit called Rabbit. He got the measles and was visited by his friends, including a giant bee called Miss Bee."" At the age of nine, Rowling moved to Church Cottage in the Gloucestershire village of Tutshill, close to Chepstow, Wales. When she was a young teenager, her great aunt, who Rowling said ""taught classics and approved of a thirst for knowledge, even of a questionable kind,"" gave her a very old copy of Jessica Mitford's autobiography, Hons and Rebels . Mitford became Rowling's heroine, and Rowling subsequently read all of her books. Rowling has said of her teenage years, in an interview with The New Yorker, ""I wasn’t particularly happy. I think it’s a dreadful time of life."" She had a difficult homelife; her mother was ill and she had a difficult relationship with her father (she is no longer on speaking terms with him). She attended secondary school at Wyedean School and College, where her mother had worked as a technician in the science department. Rowling said of her adolescence, ""Hermione [a bookish, know-it-all Harry Potter character] is loosely based on me. She's a caricature of me when I was eleven, which I'm not particularly proud of."" Steve Eddy, who taught Rowling English when she first arrived, remembers her as ""not exceptional"" but ""one of a group of girls who were bright, and quite good at English."" Sean Harris, her best friend in the Upper Sixth owned a turquoise Ford Anglia, which she says inspired the one in her books.",J.K. Rowling,1965-07-31 00:00:00,,4.5,Harry Potter and the Order of the Phoenix,https://www.goodreads.com/book/show/58613451-harry-potter-and-the-order-of-the-phoenix,http://www.jkrowling.com
"Lev Nikolayevich Tolstoy (Russian: Лев Николаевич Толстой ; most appropriately used Liev Tolstoy ; commonly Leo Tolstoy in Anglophone countries) was a Russian writer who primarily wrote novels and short stories. Later in life, he also wrote plays and essays. His two most famous works, the novels War and Peace and Anna Karenina , are acknowledged as two of the greatest novels of all time and a pinnacle of realist fiction. Many consider Tolstoy to have been one of the world's greatest novelists. Tolstoy is equally known for his complicated and paradoxical persona and for his extreme moralistic and ascetic views, which he adopted after a moral crisis and spiritual awakening in the 1870s, after which he also became noted as a moral thinker and social reformer. His literal interpretation of the ethical teachings of Jesus, centering on the Sermon on the Mount, caused him in later life to become a fervent Christian anarchist and anarcho-pacifist. His ideas on nonviolent resistance, expressed in such works as The Kingdom of God Is Within You , were to have a profound impact on such pivotal twentieth-century figures as Mohandas Gandhi and Martin Luther King, Jr.",Leo Tolstoy,1828-09-09 00:00:00,1910-11-20 00:00:00,4.17,War and Peace,https://www.goodreads.com/book/show/656.War_and_Peace,
"Margaret Wise Brown wrote hundreds of books and stories during her life, but she is best known for Goodnight Moon and The Runaway Bunny. Even though she died nearly 70 years ago, her books still sell very well. Margaret loved animals. Most of her books have animals as characters in the story. She liked to write books that had a rhythm to them. Sometimes she would put a hard word into the story or poem. She thought this made children think harder when they are reading. She wrote all the time. There are many scraps of paper where she quickly wrote down a story idea or a poem. She said she dreamed stories and then had to write them down in the morning before she forgot them. She tried to write the way children wanted to hear a story, which often isn't the same way an adult would tell a story. She also taught illustrators to draw the way a child saw things. One time she gave two puppies to someone who was going to draw a book with that kind of dog. The illustrator painted many pictures one day and then fell asleep. When he woke up, the papers he painted on were bare. The puppies had licked all the paint off the paper. Margaret died after surgery for a bursting appendix while in France. She had many friends who still miss her. They say she was a creative genius who made a room come to life with her excitement. Margaret saw herself as something else - a writer of songs and nonsense.",Margaret Wise Brown,1910-05-23 00:00:00,1952-11-13 00:00:00,4.32,Goodnight Moon,https://www.goodreads.com/book/show/32929.Goodnight_Moon,
"William Shakespeare was an English playwright, poet, and actor. He is widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""the Bard""). His extant works, including collaborations, consist of some 39 plays, 154 sonnets, three long narrative poems, and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. Shakespeare remains arguably the most influential writer in the English language, and his works continue to be studied and reinterpreted. Shakespeare was born and raised in Stratford-upon-Avon, Warwickshire. At the age of 18, he married Anne Hathaway , with whom he had three children: Susanna, and twins Hamnet and Judith. Sometime between 1585 and 1592, he began a successful career in London as an actor, writer, and part-owner (""sharer"") of a playing company called the Lord Chamberlain's Men, later known as the King's Men after the ascension of King James VI and I of Scotland to the English throne. At age 49 (around 1613), he appears to have retired to Stratford, where he died three years later. Few records of Shakespeare's private life survive; this has stimulated considerable speculation about such matters as his physical appearance, his sexuality, his religious beliefs, and even certain fringe theories as to whether the works attributed to him were written by others. Shakespeare produced most of his known works between 1589 and 1613. His early plays were primarily comedies and histories and are regarded as some of the best works produced in these genres. He then wrote mainly tragedies until 1608, among them Hamlet, Romeo and Juliet, Othello, King Lear, and Macbeth, all considered to be among the finest works in the English language. In the last phase of his life, he wrote tragicomedies (also known as romances) and collaborated with other playwrights. Many of Shakespeare's plays were published in editions of varying quality and accuracy during his lifetime. However, in 1623, John Heminge and Henry Condell , two fellow actors and friends of Shakespeare's, published a more definitive text known as the First Folio, a posthumous collected edition of Shakespeare's dramatic works that includes 36 of his plays. Its Preface was a prescient poem by Ben Jonson , a former rival of Shakespeare, that hailed Shakespeare with the now famous epithet: ""not of an age, but for all time"".",William Shakespeare,1564-02-03 00:00:00,1616-04-23 00:00:00,3.89,Macbeth,https://www.goodreads.com/book/show/8852.Macbeth,https://www.shakespeare.org.uk/
"The Brazilian author PAULO COELHO was born in 1947 in the city of Rio de Janeiro. Before dedicating his life completely to literature, he worked as theatre director and actor, lyricist and journalist. In 1986, PAULO COELHO did the pilgrimage to Saint James of Compostella, an experience later to be documented in his book The Pilgrimage. In the following year, COELHO published The Alchemist. Slow initial sales convinced his first publisher to drop the novel, but it went on to become one of the best selling Brazilian books of all time. Other titles include Brida (1990), The Valkyries (1992), By the river Piedra I sat Down and Wept (1994), the collection of his best columns published in the Brazilian newspaper Folha de São Paulo entitle Maktub (1994), the compilation of texts Phrases (1995), The Fifth Mountain (1996), Manual of a Warrior of Light (1997), Veronika decides to die (1998), The Devil and Miss Prym (2000), the compilation of traditional tales in Stories for parents, children and grandchildren (2001), Eleven Minutes (2003), The Zahir (2005), The Witch of Portobello (2006) and Winner Stands Alone (to be released in 2009). During the months of March, April, May and June 2006, Paulo Coelho traveled to celebrate the 20th anniversary of his pilgrimage to Saint James of Compostella in 1986. He also held surprise book signings - announced one day in advance - in some cities along the way, to have a chance to meet his readers. In ninety days of pilgrimage the author traveled around the globe and took the famous Transiberrian train that took him to Vladivostok. During this experience Paulo Coelho launched his blog Walking the Path - The Pilgrimage in order to share with his readers his impressions. Since this first blog Paulo Coelho has expanded his presence in the internet with his daily blogs in Wordpress, Myspace & Facebook. He is equally present in media sharing sites such as Youtube and Flickr, offering on a regular basis not only texts but also videos and pictures to his readers. From this intensive interest and use of the Internet sprang his bold new project: The Experimental Witch where he invites his readers to adapt to the screen his book The Witch of Portobello. Indeed Paulo Coelho is a firm believer of Internet as a new media and is the first Best-selling author to actively support online free distribution of his work.",Paulo Coelho,,,3.92,The Alchemist,https://www.goodreads.com/book/show/865.The_Alchemist,http://www.paulocoelhoblog.com
"Nathaniel Hawthorne was a 19th century American novelist and short story writer. He is seen as a key figure in the development of American literature for his tales of the nation's colonial history. Shortly after graduating from Bowdoin College, Hathorne changed his name to Hawthorne. Hawthorne anonymously published his first work, a novel titled Fanshawe , in 1828. In 1837, he published Twice-Told Tales and became engaged to painter and illustrator Sophia Peabody the next year. He worked at a Custom House and joined a Transcendentalist Utopian community, before marrying Peabody in 1842. The couple moved to The Old Manse in Concord, Massachusetts, later moving to Salem, the Berkshires, then to The Wayside in Concord. The Scarlet Letter was published in 1850, followed by a succession of other novels. A political appointment took Hawthorne and family to Europe before returning to The Wayside in 1860. Hawthorne died on May 19, 1864, leaving behind his wife and their three children. Much of Hawthorne's writing centers around New England and many feature moral allegories with a Puritan inspiration. His work is considered part of the Romantic movement and includes novels, short stories, and a biography of his friend, the United States President Franklin Pierce.",Nathaniel Hawthorne,1804-07-04 00:00:00,1864-05-19 00:00:00,3.44,The Scarlet Letter,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,http://www.hawthorneinsalem.org/
"Dennis Lehane (born Aug 4th, 1966) is an American author. He has written several novels, including the New York Times bestseller Mystic River, which was later made into an Academy Award winning film, also called Mystic River, directed by Clint Eastwood and starring Sean Penn, Tim Robbins, and Kevin Bacon (Lehane can be briefly seen waving from a car in the parade scene at the end of the film). The novel was a finalist for the PEN/Winship Award and won the Anthony Award and the Barry Award for Best Novel, the Massachusetts Book Award in Fiction, and France's Prix Mystere de la Critique.",Dennis Lehane,,,4.14,Shutter Island,https://www.goodreads.com/book/show/21686.Shutter_Island,http://www.dennislehane.com/
"Librarian Note: There is more than one author in the GoodReads database with this name. Joseph Heller was an American author of novels, short stories, plays, and screenplays. His best-known work is the 1961 novel Catch-22, a satire on war and bureaucracy, whose title has become a synonym for an absurd or contradictory choice. He was nominated in 1972 for the Nobel Prize in Literature.",Joseph Heller,1923-05-01 00:00:00,1999-12-12 00:00:00,3.99,Catch-22,https://www.goodreads.com/book/show/168668.Catch_22,
"Author, screenwriter, philanthropist, journalist, and broadcaster Mitch Albom is an inspiration around the world. His fiction and non-fiction books — which include 8 #1 New York Times bestsellers — have collectively sold 42 million copies worldwide in 48 languages. TUESDAYS WITH MORRIE, the bestselling memoir of all time, topped the list for four straight years and celebrated its 25th anniversary in 2022. He has also written Emmy Award-winning TV films, stage plays, screenplays, a nationally syndicated newspaper column, and a musical. Through his work at the Detroit Free Press, he was inducted into both the National Sports Media Association and Michigan Sports halls of fame and was the recipient of the Red Smith Award for lifetime achievement. Following his bestselling memoir FINDING CHIKA and HUMAN TOUCH, a web and audio weekly serial that raised funds for pandemic relief, he returned to fiction with the bestselling novels THE STRANGER IN THE LIFEBOAT and THE LITTLE LIAR. His much-anticipated new novel is a stunning love story about magical second chances called TWICE, which dares to explore how our unchecked desires might mean losing what we’ve had all along. Albom spends the majority of his time in philanthropic work. In 2006, he founded the nonprofit SAY Detroit, which provides pathways to success for Detroiters in need through major health, housing and education initiatives. All profits from an original dessert shop and a gourmet popcorn line also help fund the nonprofit. He operates Have Faith Haiti, a home and school for impoverished children and orphans, in Port-au-Prince, which he visits monthly. He lives with his wife, Janine, in Michigan.",Mitch Albom,,,4.21,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,https://www.mitchalbom.com
"Also wrote as Theodore Seuss Geisel, see https://www.goodreads.com/author/show... Theodor Seuss Geisel was born 2 March 1904 in Springfield, Massachusetts. He graduated Dartmouth College in 1925, and proceeded on to Oxford University with the intent of acquiring a doctorate in literature. At Oxford he met Helen Palmer, who he wed in 1927. He returned from Europe in 1927, and began working for a magazine called Judge, the leading humor magazine in America at the time, submitting both cartoons and humorous articles for them. Additionally, he was submitting cartoons to Life, Vanity Fair and Liberty. In some of his works, he'd made reference to an insecticide called Flit. These references gained notice, and led to a contract to draw comic ads for Flit. This association lasted 17 years, gained him national exposure, and coined the catchphrase ""Quick, Henry, the Flit!"" In 1936 on the way to a vacation in Europe, listening to the rhythm of the ship's engines, he came up with And to Think That I Saw It on Mulberry Street, which was then promptly rejected by the first 43 publishers he showed it to. Eventually in 1937 a friend published the book for him, and it went on to at least moderate success. During World War II, Geisel joined the army and was sent to Hollywood. Captain Geisel would write for Frank Capra's Signal Corps Unit (for which he won the Legion of Merit) and do documentaries (he won Oscar's for Hitler Lives and Design for Death). He also created a cartoon called Gerald McBoing-Boing which also won him an Oscar. In May of 1954, Life published a report concerning illiteracy among school children. The report said, among other things, that children were having trouble to read because their books were boring. This inspired Geisel's publisher, and prompted him to send Geisel a list of 400 words he felt were important, asked him to cut the list to 250 words (the publishers idea of how many words at one time a first grader could absorb), and write a book. Nine months later, Geisel, using 220 of the words given to him published The Cat in the Hat , which went on to instant success. In 1960 Bennett Cerf bet Geisel $50 that he couldn't write an entire book using only fifty words. The result was Green Eggs and Ham . Cerf never paid the $50 from the bet. Helen Palmer Geisel died in 1967. Theodor Geisel married Audrey Stone Diamond in 1968. Theodor Seuss Geisel died 24 September 1991. Also worked under the pen name: Theo Le Sieg",Dr. Seuss,1904-03-02 00:00:00,1991-09-24 00:00:00,4.37,"Oh, the Places You’ll Go!",https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,https://www.seussville.com/
"Mary Shelley (née Mary Wollstonecraft Godwin, often known as Mary Wollstonecraft Shelley ) was an English novelist, short story writer, dramatist, essayist, biographer, travel writer, and editor of the works of her husband, Romantic poet and philosopher Percy Bysshe Shelley . She was the daughter of the political philosopher William Godwin and the writer, philosopher, and feminist Mary Wollstonecraft . Mary Shelley was taken seriously as a writer in her own lifetime, though reviewers often missed the political edge to her novels. After her death, however, she was chiefly remembered only as the wife of Percy Bysshe Shelley and as the author of Frankenstein . It was not until 1989, when Emily Sunstein published her prizewinning biography Mary Shelley: Romance and Reality , that a full-length scholarly biography analyzing all of Shelley's letters, journals, and works within their historical context was published. The well-meaning attempts of Mary Shelley's son and daughter-in-law to ""Victorianise"" her memory through the censoring of letters and biographical material contributed to a perception of Mary Shelley as a more conventional, less reformist figure than her works suggest. Her own timid omissions from Percy Shelley's works and her quiet avoidance of public controversy in the later years of her life added to this impression. The eclipse of Mary Shelley's reputation as a novelist and biographer meant that, until the last thirty years, most of her works remained out of print, obstructing a larger view of her achievement. She was seen as a one-novel author, if that. In recent decades, however, the republication of almost all her writings has stimulated a new recognition of its value. Her voracious reading habits and intensive study, revealed in her journals and letters and reflected in her works, is now better appreciated. Shelley's recognition of herself as an author has also been recognized; after Percy's death, she wrote about her authorial ambitions: ""I think that I can maintain myself, and there is something inspiriting in the idea"". Scholars now consider Mary Shelley to be a major Romantic figure, significant for her literary achievement and her political voice as a woman and a liberal.",Mary Wollstonecraft Shelley,1797-08-30 00:00:00,1851-02-01 00:00:00,3.91,Frankenstein: The 1818 Text,https://www.goodreads.com/book/show/35031085-frankenstein,
"Librarian Note: There is more than one author by this name in the Goodreads database. Samuel Langhorne Clemens, known by the pen name Mark Twain, was an American writer, humorist and essayist. He was praised as the ""greatest humorist the United States has produced,"" with William Faulkner calling him ""the father of American literature."" His novels include The Adventures of Tom Sawyer (1876) and its sequel, Adventures of Huckleberry Finn (1884), with the latter often called the ""Great American Novel."" Twain also wrote A Connecticut Yankee in King Arthur's Court (1889) and Pudd'nhead Wilson (1894), and co-wrote The Gilded Age: A Tale of Today (1873) with Charles Dudley Warner .",Mark Twain,1835-11-30 00:00:00,1910-04-21 00:00:00,3.92,The Adventures of Tom Sawyer,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,http://www.marktwainproject.org/
"Margaret Atwood was born in 1939 in Ottawa and grew up in northern Ontario, Quebec, and Toronto. She received her undergraduate degree from Victoria College at the University of Toronto and her master's degree from Radcliffe College. Throughout her writing career, Margaret Atwood has received numerous awards and honourary degrees. She is the author of more than thirty-five volumes of poetry, children’s literature, fiction, and non-fiction and is perhaps best known for her novels, which include The Edible Woman (1970), The Handmaid's Tale (1983), The Robber Bride (1994), Alias Grace (1996), and The Blind Assassin, which won the prestigious Booker Prize in 2000. Atwood's dystopic novel, Oryx and Crake, was published in 2003. The Tent (mini-fictions) and Moral Disorder (short stories) both appeared in 2006. Her most recent volume of poetry, The Door, was published in 2007. Her non-fiction book, Payback: Debt and the Shadow Side of Wealth ­ in the Massey series, appeared in 2008, and her most recent novel, The Year of the Flood, in the autumn of 2009. Ms. Atwood's work has been published in more than forty languages, including Farsi, Japanese, Turkish, Finnish, Korean, Icelandic and Estonian. In 2004 she co-invented the Long Pen TM. Margaret Atwood currently lives in Toronto with writer Graeme Gibson. Associations: Margaret Atwood was President of the Writers' Union of Canada from May 1981 to May 1982, and was President of International P.E.N., Canadian Centre (English Speaking) from 1984-1986. She and Graeme Gibson are the Joint Honourary Presidents of the Rare Bird Society within BirdLife International. Ms. Atwood is also a current Vice-President of PEN International.",Margaret Atwood,,,4.15,The Handmaid’s Tale,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,http://margaretatwood.ca/
"Shel Silverstein was the author-artist of many beloved books of prose and poetry. He was a cartoonist, playwright, poet, performer, recording artist, and Grammy-winning, Oscar-nominated songwriter. Shel Silverstein will perhaps always be best loved for his extraordinary books. Shel’s books are now published in more than 47 different languages. The last book that was published before his death in 1999 was Falling Up",Shel Silverstein,1930-09-25 00:00:00,1999-05-10 00:00:00,4.35,Where the Sidewalk Ends,https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,http://www.shelsilverstein.com/indexSite.html
"This note regards Alexandre Dumas, père , the father of Alexandre Dumas, fils (son). For the son, see Alexandre Dumas fils . Alexandre Dumas père, born Alexandre Dumas Davy de la Pailleterie, was a towering figure of 19th-century French literature whose historical novels and adventure tales earned global renown. Best known for The Three Musketeers, The Count of Monte Cristo, and other swashbuckling epics, Dumas crafted stories filled with daring heroes, dramatic twists, and vivid historical backdrops. His works, often serialized and immensely popular with the public, helped shape the modern adventure genre and remain enduring staples of world literature. Dumas was the son of Thomas-Alexandre Dumas, a celebrated general in Revolutionary France and the highest-ranking man of African descent in a European army at the time. His father’s early death left the family in poverty, but Dumas’s upbringing was nonetheless marked by strong personal ambition and a deep admiration for his father’s achievements. He moved to Paris as a young man and began his literary career writing for the theatre, quickly rising to prominence in the Romantic movement with successful plays like Henri III et sa cour and Antony. In the 1840s, Dumas turned increasingly toward prose fiction, particularly serialized novels, which reached vast audiences through French newspapers. His collaboration with Auguste Maquet , a skilled plotter and historian, proved fruitful. While Maquet drafted outlines and conducted research, Dumas infused the narratives with flair, dialogue, and color. The result was a string of literary triumphs, including The Three Musketeers and The Count of Monte Cristo, both published in 1844. These novels exemplified Dumas’s flair for suspenseful pacing, memorable characters, and grand themes of justice, loyalty, and revenge. The D’Artagnan Romances—The Three Musketeers, Twenty Years After, and The Vicomte of Bragelonne—cemented his fame. They follow the adventures of the titular Gascon hero and his comrades Athos, Porthos, and Aramis, blending historical fact and fiction into richly imagined narratives. The Count of Monte Cristo offered a darker, more introspective tale of betrayal and retribution, with intricate plotting and a deeply philosophical core. Dumas was also active in journalism and theater. He founded the Théâtre Historique in Paris, which staged dramatizations of his own novels. A prolific and energetic writer, he is estimated to have written or co-written over 100,000 pages of fiction, plays, memoirs, travel books, and essays. He also had a strong interest in food and published a massive culinary encyclopedia, Le Grand Dictionnaire de cuisine, filled with recipes, anecdotes, and reflections on gastronomy. Despite his enormous success, Dumas was frequently plagued by financial troubles. He led a lavish lifestyle, building the ornate Château de Monte-Cristo near Paris, employing large staffs, and supporting many friends and relatives. His generosity and appetite for life often outpaced his income, leading to mounting debts. Still, his creative drive rarely waned. Dumas’s mixed-race background was a source of both pride and tension in his life. He was outspoken about his heritage and used his platform to address race and injustice. In his novel Georges, he explored issues of colonialism and identity through a Creole protagonist. Though he encountered racism, he refused to be silenced, famously replying to a racial insult by pointing to his ancestry and achievements with dignity and wit. Later in life, Dumas continued writing and traveling, spending time in Belgium, Italy, and Russia. He supported nationalist causes, particularly Italian unification, and even founded a newspaper to advocate for Giuseppe Garibaldi . Though his popularity waned somewhat in his final years, his literary legacy grew steadily. He wrote in a style that was accessible, entertaining, and emotionally reso",Alexandre Dumas,1802-07-24 00:00:00,1870-12-05 00:00:00,4.33,The Count of Monte Cristo,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,
"Aldous Leonard Huxley was an English writer and philosopher. His bibliography spans nearly 50 books, including non-fiction works, as well as essays, narratives, and poems. Born into the prominent Huxley family, he graduated from Balliol College, Oxford, with a degree in English literature. Early in his career, he published short stories and poetry and edited the literary magazine Oxford Poetry, before going on to publish travel writing, satire, and screenplays. He spent the latter part of his life in the United States, living in Los Angeles from 1937 until his death. By the end of his life, Huxley was widely acknowledged as one of the foremost intellectuals of his time. He was nominated for the Nobel Prize in Literature nine times, and was elected Companion of Literature by the Royal Society of Literature in 1962. Huxley was a pacifist. He grew interested in philosophical mysticism, as well as universalism, addressing these subjects in his works such as The Perennial Philosophy (1945), which illustrates commonalities between Western and Eastern mysticism, and The Doors of Perception (1954), which interprets his own psychedelic experience with mescaline. In his most famous novel Brave New World (1932) and his final novel Island (1962), he presented his visions of dystopia and utopia, respectively.",Aldous Huxley,1894-07-26 00:00:00,1963-11-22 00:00:00,4.16,Brave New World and Brave New World Revisited,https://www.goodreads.com/book/show/5479.Brave_New_World_and_Brave_New_World_Revisited,
"After Napoleon III seized power in 1851, French writer Victor Marie Hugo went into exile and in 1870 returned to France; his novels include The Hunchback of Notre Dame (1831) and Les Misérables (1862). This poet, playwright, novelist, dramatist, essayist, visual artist, statesman, and perhaps the most influential, important exponent of the Romantic movement in France, campaigned for human rights. People in France regard him as one of greatest poets of that country and know him better abroad.",Victor Hugo,1802-02-26 00:00:00,1885-05-22 00:00:00,4.21,Les Misérables,https://www.goodreads.com/book/show/24280.Les_Mis_rables,
"John Ronald Reuel Tolkien: writer, artist, scholar, linguist. Known to millions around the world as the author of The Lord of the Rings , Tolkien spent most of his life teaching at the University of Oxford where he was a distinguished academic in the fields of Old and Middle English and Old Norse. His creativity, confined to his spare time, found its outlet in fantasy works, stories for children, poetry, illustration and invented languages and alphabets. Tolkien’s most popular works, The Hobbit and The Lord of the Rings are set in Middle-earth, an imagined world with strangely familiar settings inhabited by ancient and extraordinary peoples. Through this secondary world Tolkien writes perceptively of universal human concerns – love and loss, courage and betrayal, humility and pride – giving his books a wide and enduring appeal. Tolkien was an accomplished amateur artist who painted for pleasure and relaxation. He excelled at landscapes and often drew inspiration from his own stories. He illustrated many scenes from The Silmarillion , The Hobbit and The Lord of the Rings , sometimes drawing or painting as he was writing in order to visualize the imagined scene more clearly. Tolkien was a professor at the Universities of Leeds and Oxford for almost forty years, teaching Old and Middle English, as well as Old Norse and Gothic. His illuminating lectures on works such as the Old English epic poem, Beowulf , illustrate his deep knowledge of ancient languages and at the same time provide new insights into peoples and legends from a remote past. Tolkien was born in Bloemfontein, South Africa, in 1892 to English parents. He came to England aged three and was brought up in and around Birmingham. He graduated from the University of Oxford in 1915 and saw active service in France during the First World War before being invalided home. After the war he pursued an academic career teaching Old and Middle English. Alongside his professional work, he invented his own languages and began to create what he called a mythology for England; it was this ‘legendarium’ that he would work on throughout his life. But his literary work did not start and end with Middle-earth, he also wrote poetry, children’s stories and fairy tales for adults. He died in 1973 and is buried in Oxford where he spent most of his adult life.",J.R.R. Tolkien,1892-01-03 00:00:00,1973-09-02 00:00:00,4.32,Tolkien On Fairy-stories,https://www.goodreads.com/book/show/1362112.Tolkien_On_Fairy_stories,https://www.tolkienestate.com/
"Gillian Flynn is an American author and television critic for Entertainment Weekly. She has so far written three novels, Sharp Objects , for which she won the 2007 Ian Fleming Steel Dagger for the best thriller; Dark Places ; and her best-selling third novel Gone Girl . Her book has received wide praise, including from authors such as Stephen King. The dark plot revolves around a serial killer in a Missouri town, and the reporter who has returned from Chicago to cover the event. Themes include dysfunctional families,violence and self-harm. In 2007 the novel was shortlisted for the Mystery Writers of America Edgar for Best First Novel by an American Writer, Crime Writers' Association Duncan Lawrie, CWA New Blood and Ian Fleming Steel Daggers, winning in the last two categories. Flynn, who lives in Chicago, grew up in Kansas City, Missouri. She graduated at the University of Kansas, and qualified for a Master's degree from Northwestern University. Review Quotes: ""Gillian Flynn is the real deal, a sharp, acerbic, and compelling storyteller with a knack for the macabre."" –Stephen King",Gillian Flynn,,,4.15,Gone Girl,https://www.goodreads.com/book/show/19288043-gone-girl,http://gillian-flynn.com/
"Librarian Note: There is more than one author in the Goodreads database with this name. Douglas Noel Adams was an English author, humourist, and screenwriter, best known for The Hitchhiker's Guide to the Galaxy (HHGTTG). Originally a 1978 BBC radio comedy, The Hitchhiker's Guide to the Galaxy developed into a ""trilogy"" of five books that sold more than 15 million copies in his lifetime. It was further developed into a television series, several stage plays, comics, a video game, and a 2005 feature film. Adams's contribution to UK radio is commemorated in The Radio Academy's Hall of Fame. Adams also wrote Dirk Gently's Holistic Detective Agency (1987) and The Long Dark Tea-Time of the Soul (1988), and co-wrote The Meaning of Liff (1983), The Deeper Meaning of Liff (1990) and Last Chance to See (1990). He wrote two stories for the television series Doctor Who, co-wrote City of Death (1979), and served as script editor for its seventeenth season. He co-wrote the sketch ""Patient Abuse"" for the final episode of Monty Python's Flying Circus. A posthumous collection of his selected works, including the first publication of his final (unfinished) novel, was published as The Salmon of Doubt in 2002. Adams was a self-proclaimed ""radical atheist"", an advocate for environmentalism and conservation, and a lover of fast cars, technological innovation, and the Apple Macintosh.",Douglas Adams,1952-03-11 00:00:00,2001-05-11 00:00:00,4.22,The Hitchhiker’s Guide to the Galaxy,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,http://www.douglasadams.com/
